"MesZL","ŠL/HA","aBZL","HethZL","Sign Name","Unicode Glyph","Unicode Name","Comments "
430,277," "," ","GÁ× ḪA.LU.ŠÈ","U+120D1 𒃑","GA2 TIMES HA PLUS LU PLUS ESH2","  "
433,272," "," ","GÁ× EL.LA","U+120C8 𒃈","GA2 TIMES EL PLUS LA","  "
434,"233_40; 230x",460," ","ŠÍTA (""GÁ.GIŠ"")","U+122D6 𒋖 & U+12111 𒄑","SHITA & GISH","  "
436,249," "," ","NI+GIŠ"," "," ","ligature ì+giš "
439,281," "," ","DAG.KISIM5"," "," ","uncertain "
440,"281a; 294e; 432_1",172," ","KIŠI8 (DAG.KISIM5×GÍR(-gunû?))","U+1205E 𒁞","DAG KISIM5 TIMES GIR2","  "
441,282," "," ","DAG.KISIM5×LA","U+12064 𒁤","DAG KISIM5 TIMES LA","  "
442,"282a"," "," ","DAG.KISIM5×MUNU4","U+12069 𒁩","DAG KISIM5 TIMES PAP PLUS PAP","  "
443,283," "," ","DAG.KISIM5×KÍD","U+1206B 𒁫","DAG KISIM5 TIMES TAK4","  "
444,284," "," ","DAG.KISIM5×GI","U+1205D 𒁝","DAG KISIM5 TIMES GI","  "
445,285," "," ","DAG.KISIM5×SI","U+1206A 𒁪","DAG KISIM5 TIMES SI","  "
446,286," "," ","DAG.KISIM5×NE","U+12068 𒁨","DAG KISIM5 TIMES NE","  "
447,288," "," ","DAG.KISIM5×BI","U+1205A 𒁚","DAG KISIM5 TIMES BI","  "
448,"288a; 294f"," "," ","DAG.KISIM5×GAG","U+12063 𒁣","DAG KISIM5 TIMES KAK","  "
449,287," "," ","UTUA (DAG.KISIM5×UŠ)","U+1206D 𒁭","DAG KISIM5 TIMES USH","  "
450,"288b"," "," ","ÙBUR (DAG.KISIM5×""IR"")","U+12061 𒁡","DAG KISIM5 TIMES IR","  "
451,"288c"," "," ","UBUR4 (DAG.KISIM5× ""IR"".LU)","U+12062 𒁢","DAG KISIM5 TIMES IR PLUS LU","  "
453,290,170," ","KIŠI9 (DAG.KISIM5× Ú.GÍR(-gunû?))","U+1206C 𒁬","DAG KISIM5 TIMES U2 PLUS GIR2","  "
456,"294c"," "," ","DAG.KISIM5×DÉ or"," "," ","uncertain "
,"294cn"," "," ","DAG.KISIM5×MÚRU ?"," "," ","uncertain "
457,292," "," ","DAG.KISIM5×DÚB/BALAG","U+12059 𒁙","DAG KISIM5 TIMES BALAG","  "
458,"288sub"," "," ","DAG.KISIM5×AMAR","U+12058 𒁘","DAG KISIM5 TIMES AMAR","  "
459,"292a",173," ","ÚBUR (DAG.KISIM5×LU)","U+12065 𒁥","DAG KISIM5 TIMES LU","  "
460,293,174," ","AMAŠ (DAG.KISIM5× LU.MÁŠ)","U+12066 𒁦","DAG KISIM5 TIMES LU PLUS MASH2","  "
462,"294d"," "," ","DAG.KISIM5×ḪA","U+12060 𒁠","DAG KISIM5 TIMES HA","  "
463,"294a"," "," ","DAG.KISIM5×LUM","U+12067 𒁧","DAG KISIM5 TIMES LUM","  "
465,295,143," ","BANMIN (""PA"")","U+12450 𒑐","NUMERIC SIGN TWO BAN2","  "
467,"295l"," "," ","NUSKA (PA.TÚG)","U+1227A 𒉺 & U+12306 𒌆","PA & TUG2","  "
470,"296_1"," "," ","GIŠ-tenû","U+12115 𒄕","GISH TENU","  "
471,"296_2"," "," ","GIŠ×BAD","U+12113 𒄓","GISH TIMES BAD","  "
473,"297a"," "," ","GU4×KASKAL"," "," ","reconstruction "
,"299n"," "," ","AL×KÀD","U+12025 𒀥","AL TIMES KAD3 ",
476,300," "," ","AL×UŠ","U+12028 𒀨","AL TIMES USH","  "
477,301," "," ","AL×GIŠ","U+12023 𒀣","AL TIMES GISH","  "
478,"301n"," "," ","AL×AL","U+12021 𒀡","AL TIMES AL","  "
479,304," "," ","AL×ŠE","U+12027 𒀧","AL TIMES SHE","  "
480,302," "," ","AL×GIM","U+12022 𒀢","AL TIMES DIM2","  "
481,303," "," ","AL×KI","U+12026 𒀦","AL TIMES KI","  "
482,305," "," ","AL×ḪA","U+12024 𒀤","AL TIMES HA","  "
,"337xx"," "," ","SAG5","U+12260 𒉠","NISAG","old sign, = n546 "
487,"317a"," "," ","ŠID×IM","U+122C5 𒋅","SHID TIMES IM","  "
488,315," "," ","MES/UM×ME"," "," ","  "
489,317,208," ","ÚMBISAG (ŠID×A)","U+122C4 𒋄","SHID TIMES A","  "
492,"319n",202," ","GA-gunû","U+120B6 𒂶","GA GUNU","old sign "
,"322n"," "," ","KALoverKALcrossed","U+12199 𒆙","KAL CROSSING KAL","  "
,"308n"," "," ","EoverE.NUNoverNUN","U+1208C 𒂌","E OVER E NUN OVER NUN","  "
500,312,169," ","KALAM"," "," ","U+12326 𒌦, erroneously UN "
506,"325b"," "," ","LIMMU4","U+1243D 𒐽","NUMERIC SIGN FOUR VARIANT FORM LIMMU4","""4"" "
508,"326a"," "," ","GIGI (GI4overGI4crossed)","U+12106 𒄆","GI4 CROSSING GI4","  "
,"326v"," "," ","GIGI (GI4overGI4)","U+12105 𒄅","GI4 OVER GI4","  "
509,327," "," ","ÚSAN (GÚ-gunû)","U+1211D 𒄝","GU2 GUNU","  "
510,"327x"," "," ","ÚSAN.GAG","U+1211D 𒄝 & U+12195 𒆕","GU2 GUNU & KAK","  "
512,329,331," ","DÙL (SAG-gunû)","U+122A8 𒊨","SAG GUNU","  "
,"330_60v"," "," ","LÚoverLÚcrossed","U+12212 𒈒","LU2 CROSSING LU2","  "
,"330_60",255," ","LÚ.LÚinversum","U+12213 𒈓","LU2 OPPOSING LU2","  "
,"330_60n2"," "," ","4×LÚ forming a cross","U+12214 𒈔","LU2 SQUARED","  "
515,"330_0"," "," ","LÚ-tenû","U+12211 𒈑","LU2 TENU","  "
"516, 534","330_8n"," "," ","LÚ-šeššig (""LÚ.GAM"")","U+12215 𒈕","LU2 SHESHIG","  "
517,"330_6",256," ","LÚ×BAD","U+121FF 𒇿","LU2 TIMES BAD","  "
518,"330_9n"," "," ","LÚ-šeššig×BAD (""LÚ×BAD .GAM"")"," "," ","reconstruction "
519,"330_0n"," "," ","LÚ×KÁD","U+12205 𒈅","LU2 TIMES KAD2","  "
520,"330_4"," "," ","LÚ×KÍD or"," "," ","  "
,"330_4n"," "," ","LÚ×KÀD ?","U+12206 𒈆","LU2 TIMES KAD3","  "
521,"330_7",258," ","LÚ× KÁR(GÁN-tenû)","U+12202 𒈂","LU2 TIMES GAN2 TENU","  "
522,"330_7a",257," ","LÚ×NE","U+1220C 𒈌","LU2 TIMES NE","  "
523,"330_7an1"," "," ","LÚ×AL","U+121FE 𒇾","LU2 TIMES AL","  "
524,"330_7cv"," "," ","LÚ×ŠU"," "," ","  "
525,"330_7an3v"," "," ","LÚ×KAM*","U+12203 𒈃","LU2 TIMES HI TIMES BAD","see MesZL n514 "
526,"330_7an2"," "," ","LÚ×IM","U+12204 𒈄","LU2 TIMES IM","  "
527,"330_7an4"," "," ","LÚ×KI","U+12208 𒈈","LU2 TIMES KI","  "
"527'","330_7bn"," "," ","LÚ× ME.EN","U+1220B 𒈋","LU2 TIMES ME PLUS EN","  "
528,"330_7b"," "," ","LÚ×LAGAB","U+1220A 𒈊","LU2 TIMES LAGAB","  "
529,"330_7c"," "," ","LÚ×KU or similar"," "," ","  "
530,"330_7c"," "," ","LÚ×TÚG","U+12210 𒈐","LU2 TIMES TUG2","  "
,"330_7c",259," ","LÚ×ŠÈ","U+12200 𒈀","LU2 TIMES ESH2","see MesZL 514, 175 "
531,"330_7cn"," "," ","LÚ×ŠÈ-tenû","U+12201 𒈁","LU2 TIMES ESH2 TENU","  "
532,"330_7d"," "," ","LÚ× ŠÈ.LAL"," "," ","  "
533,"330_7dn"," "," ","LÚ× SÍG.BU","U+1220F 𒈏","LU2 TIMES SIK2 PLUS BU","  "
536,"331a"," "," ","AŠ9 (EŠ16.EŠ16)","U+12440 𒑀","NUMERIC SIGN SIX VARIANT FORM ASH9","""6"" "
537,"331b"," "," ","ÌMIN (EŠ16.EŠ16.AŠ)","U+12441 𒑁","NUMERIC SIGN SEVEN VARIANT FORM IMIN3","""7"" "
538,"331c"," "," ","ÙSSU (EŠ16.EŠ16.TAB)","U+12445 𒑅","NUMERIC SIGN EIGHT VARIANT FORM USSU3","""8"" "
539,"331d"," "," ","ÌLIMMU (EŠ16.EŠ16.EŠ16)","U+12447 𒑇","NUMERIC SIGN NINE VARIANT FORM ILIMMU3","""9"" "
542,"337xn1","see 205b"," ","UD-gunû","U+12319 𒌙","UD GUNU","uncertain reconstruction "
546,"337xx","207a"," ","SAG5","U+12260 𒉠","NISAG (read NISAG2)","merged with ŠID; see MesZL n485 "
,"338n1"," "," ","DÉ×KASKAL","U+12324 𒌤","UMUM TIMES KASKAL","abzux, de2 "
,"338n2"," "," ","DÉ×PA","U+12325 𒌥","UMUM TIMES PA","reconstruction "
549,339," "," ","BANEŠ (""ÁŠ"")","U+12451 𒑑","NUMERIC SIGN THREE BAN2","  "
550,"340v"," "," ","BANLIMMU (""ÁŠ.U/GE23"")","U+12452 𒑒","NUMERIC SIGN FOUR BAN2","  "
,340," "," ","BANLIMMU (""ÁŠ.U/GE23"")","U+12453 𒑓","NUMERIC SIGN FOUR BAN2 VARIANT FORM","  "
551,"341v"," "," ","BANIA (""ÁŠ. UoverU/GE23overGE23"")","U+12454 𒑔","NUMERIC SIGN FIVE BAN2","  "
,341," "," ","BANIA (""ÁŠ. UoverU/GE23overGE23"")","U+12455 𒑕","NUMERIC SIGN FIVE BAN2 VARIANT FORM","  "
,"343+091"," "," ","GAL.KINDA","U+120F3 𒃳","GAL GAD OVER GAD GAR OVER GAR","  "
569,"354bv","227b"," ","KAD5","U+12193 𒆓","KAD5","  "
572,357," "," ","BÌŠEBA (GU4overGU4.LUGAL)","U+12121 𒄡","GUD OVER GUD LUGAL","  "
575,360," "," ","GE23 (DIŠ-tenû)","U+12039 𒀹","ASH ZIDA TENU","cf. n647 "
,"366_87"," "," ","KUR.KURinversum","U+121B4 𒆴","KUR OPPOSING KUR","  "
581,"371n3"," "," ","BUoverBUcrossed","U+12050 𒁐","BU CROSSING BU","  "
582,"371a",275," ","SIRSIR (BUoverBU +AB)","U+1204E 𒁎","BU OVER BU AB","  "
,"060a"," "," ","UTUKI (KÚR.IR.GÍDIM)","U+12359 𒍙","UTUKI","see n92 "
,"374_81n1"," "," ","RI8 (MUŠoverMUŠ× A.NA)","U+12237 𒈷","MUSH OVER MUSH TIMES A PLUS NA","  "
,"375_45"," "," ","NINNI5 (TIRoverTIR)","U+12303 𒌃","TIR OVER TIR","  "
588,"375_46"," "," ","TIRoverTIR.GADoverGAD.NÍGoverNÍG","U+12304 𒌄","TIR OVER TIR GAD OVER GAD GAR OVER GAR","  "
,369," "," ","ŠEoverŠE.GADoverGAD.NÍGoverNÍG","U+122BC 𒊼","SHE OVER SHE GAD OVER GAD GAR OVER GAR","  "
,370,389," ","ŠEoverŠE.TABoverTAB.NÍGoverNÍG","U+122BD 𒊽","SHE OVER SHE TAB OVER TAB GAR OVER GAR","  "
,"411_167a"," "," ","UoverU.SURoverSUR","U+1230F 𒌏","U OVER U SUR OVER SUR","  "
,"411_182a"," "," ","UoverU.PAoverPA.NÍGoverNÍG","U+1230E 𒌎","U OVER U PA OVER PA GAR OVER GAR","  "
593,"124n2"," "," ","TAB variant old","U+1244A 𒑊","TWO ASH TENU","see MesZL n593, n209 "
594,"378an"," "," ","Number 1/4(Kültepe)","U+12462 𒑢","OLD ASSYRIAN ONE QUARTER","""1/4"" "
595,"406v2"," "," ","KAM (ḪI×BAD), variant form","U+1219A 𒆚","KAM2 (wrong!)","see MesZL n640 "
597,"382v"," "," ","ÍTIMA (UD×MI)","U+12316 𒌖","UD TIMES MI","  "
,"383a"," "," ","PIoverPIcrossed/TALTAL","U+12289 𒊉","PI CROSSING PI","  "
600,"384n"," "," ","ŠÀ×BAD","U+122B0 𒊰","SHA3 TIMES BAD","  "
601,"384a",435," ","ŠÀ×TUR","U+122B4 𒊴","SHA3 TIMES TUR","  "
602,385,434," ","ŠÀ×NE","U+122B2 𒊲","SHA3 TIMES NE","  "
603,"385n"," "," ","ŠÀ×GIŠ","U+122B1 𒊱","SHA3 TIMES GISH","  "
604,386," "," ","ŠÀ×UD"," "," ","  "
605,"386n"," "," ","ŠÀ×U","U+122B5 𒊵","SHA3 TIMES U","  "
606,388," "," ","BIR6 (ŠÀ× U.A)","U+122B6 𒊶","SHA3 TIMES U PLUS A","  "
607,387," "," ","ŠÀ×MI"," "," ","  "
608,390,436," ","PEŠ4 (ŠÀ×A)","U+122AF 𒊯","SHA3 TIMES A","  "
609,389," "," ","ŠÀ×ŠÚ","U+122B3 𒊳","SHA3 TIMES SHU2","  "
610,391,463," ","UD.MUNUS.ḪÚB","U+12313 𒌓 & U+122A9 𒊩 & U+12138 𒄸","UD & SAL & HUB2","  "
611,392,333," ","ÚḪ (UD.KÚŠU)","U+12314 𒌔","UD KUSHU2","  "
615,"394+420"," "," ","NUNUZ.ÁB"," "," ","  "
,"394a"," "," ","NUNUZ.KISIM5"," "," ","  "
616,"394b",372," ","LAḪTAN (NUNUZ.ÁB/KISIM5×LA)","U+12274 𒉴","NUNUZ AB2 TIMES LA","  "
617,"394bx"," "," ","LÁḪTAN (NUNUZ.ÁB/KISIM5×SÌLA)","U+12276 𒉶","NUNUZ AB2 TIMES SILA3","  "
618,"394bxn"," "," ","NUNUZ.ÁB/KISIM5×KÀD","U+12273 𒉳","NUNUZ AB2 TIMES KAD3","  "
619,"394c,394e",373," ","ÙSAN (NUNUZ.ÁB/KISIM5×AŠGAB)","U+1226E 𒉮","NUNUZ AB2 TIMES ASHGAB","  "
620,"394cxxx"," "," ","NUNUZ.ÁB/KISIM5×NE","U+12275 𒉵","NUNUZ AB2 TIMES NE","  "
622,"394d+411"," "," ","NUNUZ.ÁB/KISIM5×BI .U (MÙD.U)","U+12279 𒉹","NUNUZ KISIM5 TIMES BI U","  "
623,"394dn2"," "," ","NUNUZ.ÁB/KISIM5×GU4","U+12271 𒉱","NUNUZ AB2 TIMES GUD","  "
624,"394dx"," "," ","NUNUZ.ÁB/KISIM5× Ú.BA"," "," ","U+12277 𒉷 read NUNUZ AB2 TIMES U2 PLUS BA, not ... TIMES U2 "
625,"394dn"," "," ","NUNUZ.ÁB/KISIM5×DUG","U+12270 𒉰","NUNUZ AB2 TIMES DUG","  "
626,"394cx"," "," ","NUNUZ.ÁB/KISIM5× GÚG.BÙLUG"," "," ","  "
,"394cxv"," "," ","NUNUZ.ÁB/KISIM5× BÙLUG.GÚG"," "," ","  "
627,"394en"," "," ","NUNUZ.ÁB/KISIM5×SIG7","U+12272 𒉲","NUNUZ AB2 TIMES IGI GUNU","  "
628,395," "," ","ZIB","U+12366 𒍦","ZIB","  "
,"395v"," "," ","ZIBinversum","U+12367 𒍧","ZIB KABA TENU","see Gong 39 and 220, omitted in MesZL "
629,"325an"," "," ","EŠ23","U+1244B 𒑋","NUMERIC SIGN THREE ASH TENU","""3"", see MesZL n629, n505 "
630,"395an"," "," ","Number 1/6(Kültepe)","U+12461 𒑡","NUMERIC SIGN OLD ASSYRIAN ONE SIXTH","""1/6"" "
634,"405v2",278," ","SÙR (ḪI.AŠ, ḪI×AŠ)","U+1212E 𒄮","HI TIMES ASH","  "
637,"398+166"," "," ","AḪ.KASKAL","U+12134 𒄴 & U+1219C 𒆜","HI TIMES NUN & KASKAL","  "
638,"398_64",282," ","AḪ.ME","U+12134 𒄴 & U+12228 𒈨","HI TIMES NUN & ME","  "
639,"398_72"," "," ","AḪ.ME.U","U+12134 𒄴 & U+12228 𒈨 & U+1230B","HI TIMES NUN & ME & U","  "
,"399xn"," "," ","IMoverIMcrossed","U+12150 𒅐","IM CROSSING IM","  "
,"399xx"," "," ","4×IM forming a cross","U+12152 𒅒","IM SQUARED","  "
642,"399_51"," "," ","IM×KÍD","U+1214F 𒅏","IM TIMES TAK4","IM.KÍD, IM×KÍD to n641 "
645,402,294," ","ḪUS (ḪI.GÌR)","U+1212D 𒄭 & U+1210A 𒄊","HI & GIR3","  "
,"361n"," "," "," ","U+1203A 𒀺","ASH KABA TENU ",
,"364n"," "," "," ","U+1236D 𒍭","ZUBUR ",
649,365," "," ","ŠÚŠUR","U+1203D 𒀽","ASH OVER ASH OVER ASH CROSSING ASH OVER ASH OVER ASH","  "
650,407," "," ","ŠÁR×GAD","U+12132 𒄲","HI TIMES GAD","  "
651,408," "," ","ŠÁR× GAL.DIŠ","U+12432 𒐲","NUMERIC SIGN SHAR2 TIMES GAL PLUS DISH","""216.000"" "
652,"408v"," "," ","ŠÁR× GAL.MIN","U+12433 𒐳","NUMERIC SIGN SHAR2 TIMES GAL PLUS MIN","""432.000"" "
653,409,284," ","ŠÁR×U","U+1242C 𒐬","NUMERIC SIGN ONE SHARU","""36.000"", DÚBUR (ḪI×U) see n688 "
654,"409v2"," "," ","ŠÁR×U-gunû"," "," ","variant form of n653, ""36.000"" "
655,"409a",285," ","ŠÁR×MAN","U+1242D 𒐭","NUMERIC SIGN TWO SHARU","""72.000"" "
657,"409c"," "," ","ŠÁR×NIMIN","U+12430 𒐰","NUMERIC SIGN FOUR SHARU (variant form)","""144.000"" "
658,"409d"," "," ","ŠÁR×NINNU","U+12431 𒐱","NUMERIC SIGN FIVE SHARU (variant form)","""180.000"" "
659,"409e"," "," ","ŠÁR×DIŠ, also ḪI×DIŠ?","U+12131 𒄱","HI TIMES DISH","""216.000"" "
660,410," "," ","ḪI×KIN","U+12133 𒄳","HI TIMES KIN","  "
664,414," "," ","U.ITI"," "," ","reconstruction, delete? "
666,413,341," ","ŠIBIR (U.BURU14)","U+1230B 𒌋 & U+12098 𒂘","U & EN TIMES GAN2","  "
667,"415a",338," ","GÀKKUL (U.DIM)","U+1230B 𒌋 & U+12074 𒁴","U & DIM","  "
668,"416, 416v",339," ","GAKKUL (U.DIM×ŠE), later U.DIM×KUR","U+1230B 𒌋 & U+12075 𒁵","U & DIM TIMES SHE","  "
669,417," "," ","U.GUR","U+1230B 𒌋 & U+12125 𒄥","U & GUR","  "
671,419,357," ","SAGŠU (U.SAG)","U+1230B 𒌋 & U+12295 𒊕","U & SAG","  "
673,"420_8"," "," ","ÁB×KÍD","U+1201B 𒀛","AB2 TIMES TAK4","  "
674,423,354," ","ÁB×KÁR","U+12018 𒀘","AB2 TIMES GAN2 TENU","  "
675,423,293," ","GIRI16 (GÌR×KÁR)","U+1210C 𒄌","GIR3 TIMES GAN2 TENU","  "
676,422," "," ","LILIZ (ÁB×BALAG)","U+12017 𒀗","AB2 TIMES BALAG","  "
677,424,353," ","LIBIŠ (ÁB×ŠÀ)","U+1201A 𒀚","AB2 TIMES SHA3","  "
679,426," "," ","MEZE (ÁB× ME.EN)","U+12019 𒀙","AB2 TIMES ME PLUS EN","  "
687,"396n3"," "," ","KISIM5","U+121A8 𒆨","KISIM5","in some ligatures interchangeable with ÁB "
,"404x_2"," "," ","Gingira (KISIM5overKISIM5)","U+121A9 𒆩","KISIM5 OVER KISIM5","  "
688,"409n; 432_2","DÚBUR: 284"," ","DÚBUR (ḪI×U)","U+12136 𒄶","HI TIMES U","  "
692,"434a"," "," ","KIR7 (NIM× NÍG.KÁR)","U+12251 𒉑","NIM TIMES GAR PLUS GAN2 TENU","  "
694,436," "," ","LAM×KUR","U+121F5 𒇵","LAM TIMES KUR","  "
699,442,346," ","ŠITA4 (U.KID)","U+1230B 𒌋 & U+121A4 𒆤","U & KID","  "
700,443,351," ","ÚTU (U.GA/ŠU4.GA)","U+1230B 𒌋 & U+120B5 𒂵","U & GA","  "
,444,178," ","PIRIG","U+1228A 𒊊","PIRIG","  "
,"444n2"," "," ","GÌR.GÌRinversum","U+1228E 𒊎","PIRIG OPPOSING PIRIG","  "
702,"421a"," "," ","LULIM (GÌR× LU.IGI)","U+1210E 𒄎","GIR3 TIMES LU PLUS IGI","reconstruction "
706,447," "," ","NIGIN4 (U.UD)","U+1230B 𒌋 & U+12313 𒌓","U & UD","  "
707,"447a"," "," ","NÌGIN (U.UD.KID)","U+1230B 𒌋 & U+12313 𒌓 & U+121A4 𒆤","U & UD & KID",
709,"411+350_8"," "," ","U.U-gunû","U+1230B 𒌋 & U+12434 𒐴","U & ONE BURU","""60.000""? "
710,448,347," ","KUŠU (U.GÌR/PIRIG)","U+1230B 𒌋 & U+1210A 𒄊 / U+1228A 𒊊","U & GIR3/PIRIG","  "
713,474," "," ","MAŠGI/BARGI (4×U)","U+12310 𒌐","U OVER U U REVERSED OVER U REVERSED","  "
715,476," "," ","LX (6×U)","U+12411 𒐑","NUMERIC SIGN SIX U","""60"" "
718,479," "," ","9×U","U+12414 𒐔","NUMERIC SIGN NINE U","""90"" "
,"459an2",335," ","DU6overDU6.ŠE","U+121F0 𒇰","LAGAR GUNU OVER LAGAR GUNU SHE","  "
722,"460v",307," ","SU7 (LAGAR×ŠE)","U+121ED 𒇭","LAGAR TIMES SHE","  "
723,"460n"," "," ","LAGAR× ŠE.SUM","U+121EE 𒇮","LAGAR TIMES SHE PLUS SUM","  "
728,"449_145",236," ","U6 (IGI.É)","U+12146 𒅆 & U+1208D 𒂍","IGI & E2","  "
730,454," "," ","KURUM7 (IGI.ERIM)","U+12146 𒅆 & U+1209F 𒂟","IGI & ERIN2","here belongs n735 "
734,"456a"," "," ","ḪUL4 (IGI.UR-šeššig)","U+12146 𒅆 & U+1232A 𒌪","IGI & UR SHESHIG","reconstruction "
735,"449_244"," "," ","KURUM7 (IGI.NÍG)","U+12146 𒅆 & U+120FB 𒃻","IGI & GAR","reconstruction, belongs to n730 "
738,"462v",430," ","KI×BAD","U+121A1 𒆡","KI TIMES BAD","belongs to n740 "
739,463," "," ","KI×UD","U+121A3 𒆣","KI TIMES UD","  "
740,462,430," ","KI×U","U+121A2 𒆢","KI TIMES U","  "
743,466,440," ","KIŠI4","U+12294 𒊔","SAG NUTILLU","  "
752,"482, 585b"," "," ","LÁL"," "," ","Neo-Assyrian: use U+121F3 𒇳; here belongs also n849 "
757,484," "," ","ZIKUM"," "," ","Neo-Assyrian: use U+121C9 𒇉 LAGAB TIMES HAL "
758,"484a"," "," ","LAGAB×AN","U+121BE 𒆾","LAGAB TIMES AN","  "
759,485," "," ","LAGAB×KÍD","U+121E3 𒇣","LAGAB TIMES TAK4","  "
761,487,406," ","ÉSIR (LAGAB×NUMUN)","U+121D2 𒇒","LAGAB TIMES KUL","  "
762,488," "," ","LAGAB× NUMUN.ḪI.A","U+121D3 𒇓","LAGAB TIMES KUL PLUS HI PLUS A","  "
763,"488a"," "," ","LAGAB×GI"," "," ","  "
764,"488b"," "," ","LAGAB×EN","U+121C3 𒇃","LAGAB TIMES EN","  "
765,489," "," ","LAGAB×DAR","U+121C2 𒇂","LAGAB TIMES DAR","  "
768,495," "," ","UDUB (LAGAB×NE)","U+121DB 𒇛","LAGAB TIMES NE","  "
769,496," "," ","LAGAB×BI","U+121C1 𒇁","LAGAB TIMES BI","  "
770,"495a"," "," ","LAGAB×UŠ","U+121EA 𒇪","LAGAB TIMES USH","  "
771,497," "," ","LAGAB×ŠÍTA","U+121DE 𒇞","LAGAB TIMES SHITA PLUS GISH TENU","TENU pertinent? cf. Gong p154 and 220 "
,"497n"," "," ","LAGAB× ŠÍTA.ERIM","U+121DD 𒇝","LAGAB TIMES SHITA PLUS GISH PLUS ERIN2","  "
772,493,407," ","LAGAB×GU4","U+121C6 𒇆","LAGAB TIMES GUD","  "
773,498," "," ","LAGAB×AL","U+121BD 𒆽","LAGAB TIMES AL","  "
774,"499v"," "," ","LAGAB× Ú.AŠ","U+121E8 𒇨","LAGAB TIMES U2 PLUS ASH","  "
775,"499n"," "," ","LAGAB×GA","U+121C4 𒇄","LAGAB TIMES GA","  "
776,"500; 501",409," ","ŠÁRA (LAGAB×SIG7)","U+121CB 𒇋","LAGAB TIMES IGI GUNU","  "
777,502," "," ","LAGAB×LUL","U+121D7 𒇗","LAGAB TIMES LUL","  "
778,504," "," ","LAGAB×GE23","U+121BF 𒆿","LAGAB TIMES ASH ZIDA TENU","uncertain "
779,492," "," ","LAGAB× ŠE.SUM","U+121DC 𒇜","LAGAB TIMES SHE PLUS SUM","  "
780,507," "," ","LAGAB×MUŠ","U+121DA 𒇚","LAGAB TIMES MUSH","  "
781,508," "," ","LAGAB× KAR.SU.NA","U+121E4 𒇤","LAGAB TIMES TE PLUS A PLUS SU PLUS NA","  "
782,503," "," ","LAGAB×LIŠ","U+121D5 𒇕","LAGAB TIMES LISH","  "
783,505," "," ","LAGAB×UD","U+121E9 𒇩","LAGAB TIMES UD","  "
784,509," "," ","LAGAB×AḪ","U+121CA 𒇊","LAGAB TIMES HI TIMES NUN","  "
785,510," "," ","LAGAB×IM","U+121CC 𒇌","LAGAB TIMES IM","  "
787,512,412," ","LAGAB× U.A","U+121E6 𒇦","LAGAB TIMES U PLUS A","  "
788,515,411," ","BUL (LAGAB×EŠ)","U+121E7 𒇧","LAGAB TIMES U PLUS U PLUS U","  "
789,514," "," ","LAGAB×KI","U+121CF 𒇏","LAGAB TIMES KI","  "
790,513," "," ","GARIM (LAGAB×KUG)","U+121D1 𒇑","LAGAB TIMES KU3","  "
791,516," "," ","LAGAB×ME","U+121D8 𒇘","LAGAB TIMES ME","  "
792,517," "," ","LAGAB× ME.EN","U+121D9 𒇙","LAGAB TIMES ME PLUS EN","  "
793,518," "," ","LAGAB×LU","U+121D6 𒇖","LAGAB TIMES LU","  "
794,519," "," ","LAGAB×KIN","U+121D0 𒇐","LAGAB TIMES KIN","  "
796,523," "," ","LAGAB× A.TAR"," "," ","uncertain "
797,"523x; 524"," "," ","LAGAB× A.DA.ḪA","U+121BA 𒆺","LAGAB TIMES A PLUS DA PLUS HA","  "
798,525," "," ","LAGAB× A.LAL","U+121BC 𒆼","LAGAB TIMES A PLUS LAL","  "
799,526," "," ","LAGAB× A.NÍG/GAR","U+121BB 𒆻","LAGAB TIMES A PLUS GAR","  "
800,527," "," ","LAGAB×ḪA","U+121C8 𒇈","LAGAB TIMES HA","  "
802,520," "," ","LAGAB×ŠÚ","U+121DF 𒇟","LAGAB TIMES SHU2","  "
803,521," "," ","LAGAB× ŠÚ.ŠÚ","U+121E0 𒇠","LAGAB TIMES SHU2 PLUS SHU2","  "
804,529,403," ","NIGIN (LAGAB+LAGAB, LAGAB.LAGAB)","U+121B8 𒆸 & U+121B8 𒆸","LAGAB & LAGAB","  "
,"529v2"," "," ","NIGIN (LAGAB×LAGAB)","U+121D4 𒇔","LAGAB TIMES LAGAB","  "
805,530," "," ","4×LAGAB forming a cross","U+121EB 𒇫","LAGAB SQUARED","  "
806,"515_9"," "," ","NENNI (BUL+BUL, BUL.BUL)","BUL.BUL: U+121E7 𒇧 & U+121E7 𒇧","LAGAB TIMES U PLUS U PLUS U & LAGAB TIMES U PLUS U PLUS U","  "
811,536," "," ","""KU"" = DIŠ+ŠU"," "," ","""60""; ligatur, see MesZL n748 "
814,"537_65c; 537x"," "," ","ÀD (LU×BAD)","U+121FC 𒇼","LU TIMES BAD","  "
817,540,421," ","DARA4 (SÍG+AŠ)","U+12071 𒁱","DARA4","  "
819,542,396," ","GUR7 (SÍG.AḪ.ME.U)","U+12126 𒄦","GUR7","  "
820,543," "," ","MUNŠUB (MUNSUB; SÍG.SUḪUR)","U+12230 𒈰","MUNSUB","  "
822,"544+389 +532+411"," "," ","SÍG.LAM.AḪ.ME.U"," "," ","to be deleted? "
823,"543v2"," "," ","MÚNŠUB (SÍG.LAM.SUḪUR)","U+122C1 𒋁 & U+122E6 𒋦","SHESH2 & SUHUR","  "
824,534," "," ","DIŠ.U","U+12079 𒁹 & U+1230B 𒌋","DISH & U","""600"" "
